step,time_s,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,agl,dist_xy,dist_3d,target_x,target_y,target_z,plat_vel_x,plat_vel_y,plat_vel_z,cmd_vx,cmd_vy,cmd_vz,cmd_speed,cmd_yaw,landing_phase,descent_phase,assist_type,collision_risk,clutter_density,navigability,escape_active,pred_escape_active,threat_acc,terrain_id,phase_reason,rel_vx_to_pad,rel_vy_to_pad,pad_frame_dx,pad_frame_dy
0,0.0,9.8912,2.7943,3.9063,0.0,0.0,0.0,0.071,15.792,16.221,-3.6613,-5.3114,0.2,0.0,0.0,0.0,-0.048,-0.0011,0.048,0.0679,-0.8284,0,0,0,0.979,0.461,0.539,0,0,0.0,6,SEARCH_PHASE,0.0,0.0,13.5526,8.1057
1,0.068,9.8912,2.7943,3.9067,0.0,0.0,0.0186,0.071,15.792,16.221,-3.6613,-5.3114,0.2,0.0,0.0,0.0,-0.096,-0.0016,0.096,0.1358,-0.8243,0,0,0,0.978,0.469,0.531,0,0,0.0,6,SEARCH_PHASE,0.0,0.0,13.5526,8.1057
2,0.14,9.8912,2.7943,3.9076,0.0,-0.0,0.0478,0.072,15.792,16.221,-3.6613,-5.3114,0.2,0.0,0.0,0.0,-0.144,-0.0017,0.144,0.2036,-0.8218,0,0,0,0.978,0.462,0.538,0,0,0.0,6,SEARCH_PHASE,0.0,-0.0,13.5526,8.1057
3,0.207,9.8912,2.7943,3.9093,-0.003,-0.0,0.0844,0.074,15.792,16.221,-3.6613,-5.3114,0.2,0.0,0.0,0.0,-0.192,-0.0005,0.192,0.2715,-0.8173,0,0,0,0.978,0.454,0.546,0,0,0.0,6,SEARCH_PHASE,-0.003,-0.0,13.5525,8.1057
4,0.268,9.8911,2.7943,3.9118,-0.006,-0.0001,0.1255,0.076,15.791,16.222,-3.6613,-5.3114,0.2,0.0,0.0,0.0,-0.2399,0.0012,0.24,0.3394,-0.8046,0,0,0,0.978,0.454,0.546,0,0,0.0,6,SEARCH_PHASE,-0.006,-0.0001,13.5524,8.1057
5,0.328,9.8908,2.7943,3.9152,-0.0123,-0.0005,0.1699,0.079,15.791,16.222,-3.6613,-5.3114,0.2,0.0,0.0,0.0,-0.2878,0.0047,0.288,0.4072,-0.8278,0,0,0,0.978,0.461,0.539,0,0,1.0,6,SEARCH_PHASE,-0.0123,-0.0005,13.5521,8.1057
6,0.387,9.8904,2.7943,3.9196,-0.0213,0.0,0.2164,0.084,15.791,16.223,-3.6613,-5.3114,0.2,0.0,0.0,0.0,-0.3357,0.0072,0.336,0.4751,-0.7918,0,0,0,0.976,0.432,0.568,0,0,2.0,6,SEARCH_PHASE,-0.0213,0.0,13.5517,8.1057
7,0.448,9.8897,2.7943,3.9248,-0.0366,-0.0016,0.2638,0.089,15.79,16.224,-3.6613,-5.3114,0.2,0.0,0.0,0.0,-0.3835,0.0116,0.384,0.5429,-0.8158,0,0,0,0.976,0.426,0.574,0,0,3.0,6,SEARCH_PHASE,-0.0366,-0.0016,13.551,8.1057
8,0.507,9.8886,2.7942,3.9311,-0.0541,-0.0019,0.3122,0.095,15.789,16.224,-3.6613,-5.3114,0.2,0.0,0.0,0.0,-0.4312,0.0172,0.432,0.6106,-0.7796,0,0,0,0.976,0.424,0.576,0,0,4.0,6,SEARCH_PHASE,-0.0541,-0.0019,13.5499,8.1056
9,0.566,9.887,2.7941,3.9383,-0.0774,-0.0039,0.3606,0.102,15.788,16.224,-3.6613,-5.3114,0.2,0.0,0.0,0.0,-0.4788,0.0239,0.48,0.6784,-0.8041,0,0,0,0.976,0.412,0.588,0,0,5.0,6,SEARCH_PHASE,-0.0774,-0.0039,13.5483,8.1056
